grid,centroid,c_lon,c_lat,geometry,node,nearest_sap,destination,sap_name,route_length
"1190963.280286 995017.520396, 1190963.280286 996017.520396, 1191963.280286 996017.520396, 1191963.280286 995017.520396, 1190963.280286 995017.520396",POINT (1191463.2802863133 995517.520395831),75.80316446119107,26.83139769925136,"POLYGON ((579301.3975676056 2967517.819013036, 579310.2938365986 2968518.4682925167, 580310.9441878685 2968509.572917701, 580302.0477370077 2967508.921668269, 579301.3975676056 2967517.819013036))",8058815261,POINT (580005.7883366449 2967856.407601811),3778270216,Airport,437
"1190963.280286 996017.520396, 1190963.280286 997017.520396, 1191963.280286 997017.520396, 1191963.280286 996017.520396, 1190963.280286 996017.520396",POINT (1191463.2802863133 996517.520395831),75.8033177158184,26.84043097660672,"POLYGON ((579310.2938365986 2968518.4682925167, 579319.1881475985 2969519.1177410926, 580319.8386560035 2969510.2243370456, 580310.9441878685 2968509.572917701, 579310.2938365986 2968518.4682925167))",6341259423,POINT (579693.1277067848 2969161.5736325574),3792436854,Jawahar Circle,247
"1190963.280286 997017.520396, 1190963.280286 998017.520396, 1191963.280286 998017.520396, 1191963.280286 997017.520396, 1190963.280286 997017.520396",POINT (1191463.2802863133 997517.520395831),75.80347099480778,26.84946424336033,"POLYGON ((579319.1881475985 2969519.1177410926, 579328.0804997884 2970519.7673340337, 580328.7311405996 2970510.8759015664, 580319.8386560035 2969510.2243370456, 579319.1881475985 2969519.1177410926))",5490544449,POINT (580389.8589605703 2969718.7288217773),3786020794,Malviya Nagar Sector 10,739
"1190963.280286 998017.520396, 1190963.280286 999017.520396, 1191963.280286 999017.520396, 1191963.280286 998017.520396, 1190963.280286 998017.520396",POINT (1191463.2802863133 998517.520395831),75.80362429816505,26.858497499286205,"POLYGON ((579328.0804997884 2970519.7673340337, 579336.9708923603 2971520.417046607, 580337.6216408428 2971511.5275865337, 580328.7311405996 2970510.8759015664, 579328.0804997884 2970519.7673340337))",8637154049,POINT (580137.919744685 2971404.8401218955),316800629,Mahaveer Cancer Hospital,2698
"1190963.280286 999017.520396, 1190963.280286 1000017.520396, 1191963.280286 1000017.520396, 1191963.280286 999017.520396, 1190963.280286 999017.520396",POINT (1191463.2802863133 999517.520395831),75.80377762589602,26.8675307441584,"POLYGON ((579336.9708923603 2971520.417046607, 579345.8593245011 2972521.066854075, 580346.5101559185 2972512.179367209, 580337.6216408428 2971511.5275865337, 579336.9708923603 2971520.417046607))",8075691584,POINT (579966.2137212551 2972058.299450796),8075691578,Dainik Bhaskar,136
"1190963.280286 1000017.520396, 1190963.280286 1001017.520396, 1191963.280286 1001017.520396, 1191963.280286 1000017.520396, 1190963.280286 1000017.520396",POINT (1191463.2802863133 1000517.520395831),75.80393097800645,26.87656397775092,"POLYGON ((579345.8593245011 2972521.066854075, 579354.7457953977 2973521.7167317034, 580355.3966850102 2973512.831218855, 580346.5101559185 2972512.179367209, 579345.8593245011 2972521.066854075))",8075691753,POINT (579426.1905967494 2972656.3187192446),316927154,Gandhi Nagar Railway station,602
"1190963.280286 1001017.520396, 1190963.280286 1002017.520396, 1191963.280286 1002017.520396, 1191963.280286 1001017.520396, 1190963.280286 1001017.520396",POINT (1191463.2802863133 1001517.520395831),75.80408435450222,26.88559719983775,"POLYGON ((579354.7457953977 2973521.7167317034, 579363.6303042367 2974522.366654753, 580364.281227307 2974513.4831167376, 580355.3966850102 2973512.831218855, 579354.7457953977 2973521.7167317034))",2392644092,POINT (579623.5703077172 2973962.780344089),3783169871,Nehru Garden,266
"1190963.280286 1002017.520396, 1190963.280286 1003017.520396, 1191963.280286 1003017.520396, 1191963.280286 1002017.520396, 1190963.280286 1002017.520396",POINT (1191463.2802863133 1002517.520395831),75.80423775538912,26.894630410192903,"POLYGON ((579363.6303042367 2974522.366654753, 579372.5128502076 2975523.016598483, 580373.1637819936 2975514.135036112, 580364.281227307 2974513.4831167376, 579363.6303042367 2974522.366654753))",2392608414,POINT (580054.3263357953 2974718.185127969),8044665302,Nagar Nigam Lal kothi,508
"1190963.280286 1003017.520396, 1190963.280286 1004017.520396, 1191963.280286 1004017.520396, 1191963.280286 1003017.520396, 1190963.280286 1003017.520396",POINT (1191463.2802863133 1003517.520395831),75.80439118067295,26.903663608590303,"POLYGON ((579372.5128502076 2975523.016598483, 579381.3934324995 2976523.6665381505, 580382.0443482577 2976514.7869522395, 580373.1637819936 2975514.135036112, 579372.5128502076 2975523.016598483))",8069006783,POINT (579864.901018359 2976516.8819959136),318884544,Statue circle,621
"1190963.280286 1004017.520396, 1190963.280286 1005017.520396, 1191963.280286 1005017.520396, 1191963.280286 1004017.520396, 1190963.280286 1004017.520396",POINT (1191463.2802863133 1004517.520395831),75.80454463035956,26.91269679480394,"POLYGON ((579381.3934324995 2976523.6665381505, 579390.2720503003 2977524.316449011, 580390.9229252837 2977515.438840369, 580382.0443482577 2976514.7869522395, 579381.3934324995 2976523.6665381505))",7058855010,POINT (580037.8133524331 2977204.3385510165),317133680,Ahinsa Circle,374
"1190963.280286 1005017.520396, 1190963.280286 1006017.520396, 1191963.280286 1006017.520396, 1191963.280286 1005017.520396, 1190963.280286 1005017.520396",POINT (1191463.2802863133 1005517.520395831),75.80469810445476,26.92172996860772,"POLYGON ((579390.2720503003 2977524.316449011, 579399.1487027967 2978524.9663063167, 580399.7995122608 2978516.090675756, 580390.9229252837 2977515.438840369, 579390.2720503003 2977524.316449011))",1483221234,POINT (580141.9375173005 2978379.9618789316),316957401,Chandpole,410
"1190963.280286 1006017.520396, 1190963.280286 1007017.520396, 1191963.280286 1007017.520396, 1191963.280286 1006017.520396, 1190963.280286 1006017.520396",POINT (1191463.2802863133 1006517.520395831),75.80485160296435,26.930763129775595,"POLYGON ((579399.1487027967 2978524.9663063167, 579408.0233891802 2979525.6160853193, 580408.6741083707 2979516.742433657, 580399.7995122608 2978516.090675756, 579399.1487027967 2978524.9663063167))",2708780853,POINT (579792.5136763854 2978825.343850503),2106256185,Kanti Nagar,334
"1190963.280286 1007017.520396, 1190963.280286 1008017.520396, 1191963.280286 1008017.520396, 1191963.280286 1007017.520396, 1190963.280286 1007017.520396",POINT (1191463.2802863133 1007517.520395831),75.8050051258942,26.93979627808144,"POLYGON ((579408.0233891802 2979525.6160853193, 579416.8961086373 2980526.2657612725, 580417.5467128063 2980517.394089316, 580408.6741083707 2979516.742433657, 579408.0233891802 2979525.6160853193))",3780458969,POINT (579177.3986899764 2979252.319743941),316564210,Pital Factory,1258
"1190963.280286 1008017.520396, 1190963.280286 1009017.520396, 1191963.280286 1009017.520396, 1191963.280286 1008017.520396, 1190963.280286 1008017.520396",POINT (1191463.2802863133 1008517.520395831),75.80515867325012,26.948829413299187,"POLYGON ((579416.8961086373 2980526.2657612725, 579425.7668603584 2981526.915309419, 580426.4173247516 2981518.0456179795, 580417.5467128063 2980517.394089316, 579416.8961086373 2980526.2657612725))",4761433392,POINT (578687.2097350812 2979552.700725212),3780458774,City Plaza,2758
"1190963.280286 1009017.520396, 1190963.280286 1010017.520396, 1191963.280286 1010017.520396, 1191963.280286 1009017.520396, 1190963.280286 1009017.520396",POINT (1191463.2802863133 1009517.520395831),75.80531224503792,26.95786253520267,"POLYGON ((579425.7668603584 2981526.915309419, 579434.6356435325 2982527.564705007, 580435.2859433946 2982518.6969949002, 580426.4173247516 2981518.0456179795, 579425.7668603584 2981526.915309419))",8621030185,POINT (578223.1475267147 2979876.579824977),316943897,Panipech,3459
"1190963.280286 1010017.520396, 1190963.280286 1011017.520396, 1191963.280286 1011017.520396, 1191963.280286 1010017.520396, 1190963.280286 1010017.520396",POINT (1191463.2802863133 1010517.520395831),75.80546584126347,26.966895643565763,"POLYGON ((579434.6356435325 2982527.564705007, 579443.502457347 2983528.213923282, 580444.1525679217 2983519.3481953163, 580435.2859433946 2982518.6969949002, 579434.6356435325 2982527.564705007))",8621271476,POINT (576665.0313652446 2982997.8858115957),2106356087,Alka Cinema,4198
"1190963.280286 1012017.520396, 1190963.280286 1013017.520396, 1191963.280286 1013017.520396, 1191963.280286 1012017.520396, 1190963.280286 1012017.520396",POINT (1191463.2802863133 1012517.520395831),75.80577310705105,26.9849618187662,"POLYGON ((579452.3673009935 2984528.8629394807, 579461.2301736594 2985529.5117288483, 580461.8798313788 2985520.649967604, 580453.0171975205 2984519.9991944702, 579452.3673009935 2984528.8629394807))",4748225488,POINT (576825.2237290079 2984798.9061800255),4719811733,8 Number,4288
"1190963.280286 1013017.520396, 1190963.280286 1014017.520396, 1191963.280286 1014017.520396, 1191963.280286 1013017.520396, 1190963.280286 1013017.520396",POINT (1191463.2802863133 1013517.520395831),75.80592677662477,26.993994885151174,"POLYGON ((579461.2301736594 2985529.5117288483, 579470.0910745362 2986530.1602666206, 580470.7404686844 2986521.300489952, 580461.8798313788 2985520.649967604, 579461.2301736594 2985529.5117288483))",4748225488,POINT (576629.8426766086 2985786.756049561),2694234540,12 Number,3687
"1190963.280286 1014017.520396, 1190963.280286 1015017.520396, 1191963.280286 1015017.520396, 1191963.280286 1014017.520396, 1190963.280286 1014017.520396",POINT (1191463.2802863133 1014517.520395831),75.80608047065958,27.003027937091083,"POLYGON ((579470.0910745362 2986530.1602666206, 579478.9500028125 2987530.808528033, 580479.5991086259 2987521.9507367522, 580470.7404686844 2986521.300489952, 579470.0910745362 2986530.1602666206))",3778433931,POINT (576443.6418994685 2987367.0818075137),4725663137,Jodrla,5107
"1191963.280286 989017.520396, 1191963.280286 990017.520396, 1192963.280286 990017.520396, 1192963.280286 989017.520396, 1191963.280286 989017.520396",POINT (1192463.2802863133 989517.520395831),75.81230975500533,26.777060053033864,"POLYGON ((580248.6274402594 2961505.019124459, 580257.5357703547 2962505.6688351925, 581258.186637372 2962496.761334615, 581249.2779762548 2961496.1096340963, 580248.6274402594 2961505.019124459))",4761538775,POINT (581320.4920586753 2963546.2758211815),3939125363,Shatabdi Nagar,1945
"1191963.280286 990017.520396, 1191963.280286 991017.520396, 1192963.280286 991017.520396, 1192963.280286 990017.520396, 1191963.280286 990017.520396",POINT (1192463.2802863133 990517.520395831),75.81246366288515,26.78609337844793,"POLYGON ((580257.5357703547 2962505.6688351925, 580266.4421226145 2963506.3188641802, 581267.0932959372 2963497.4133542064, 581258.186637372 2962496.761334615, 580257.5357703547 2962505.6688351925))",3939127443,POINT (581320.4920586753 2963546.2758211815),3939125363,Shatabdi Nagar,1198
"1191963.280286 991017.520396, 1191963.280286 992017.520396, 1192963.280286 992017.520396, 1192963.280286 991017.520396, 1191963.280286 991017.520396",POINT (1192463.2802863133 991517.520395831),75.81261759521917,26.7951266946174,"POLYGON ((580266.4421226145 2963506.3188641802, 580275.3464962264 2964506.9691867046, 581275.9979511324 2964498.065668148, 581267.0932959372 2963497.4133542064, 580266.4421226145 2963506.3188641802))",3939106680,POINT (580888.0996205248 2964177.686607714),3785850850,Kumbha Marg,325
"1191963.280286 992017.520396, 1191963.280286 993017.520396, 1192963.280286 993017.520396, 1192963.280286 992017.520396, 1191963.280286 992017.520396",POINT (1192463.2802863133 992517.520395831),75.8127715520132,26.804160001316355,"POLYGON ((580275.3464962264 2964506.9691867046, 580284.2488903713 2965507.6197780455, 581284.900602139 2965498.7182517215, 581275.9979511324 2964498.065668148, 580275.3464962264 2964506.9691867046))",3939111419,POINT (580377.1659368022 2964910.5723872976),3785906801,Pratap Nagar Sector 5,523
"1191963.280286 993017.520396, 1191963.280286 994017.520396, 1192963.280286 994017.520396, 1192963.280286 993017.520396, 1191963.280286 993017.520396",POINT (1192463.2802863133 993517.520395831),75.81292553327307,26.81319329831899,"POLYGON ((580284.2488903713 2965507.6197780455, 580293.1493042377 2966508.270613474, 581293.8012481391 2966499.371080202, 581284.900602139 2965498.7182517215, 580284.2488903713 2965507.6197780455))",4731674483,POINT (581014.6240025663 2965444.4243644904),4727591956,Shoupur,642
"1191963.280286 994017.520396, 1191963.280286 995017.520396, 1192963.280286 995017.520396, 1192963.280286 994017.520396, 1191963.280286 994017.520396",POINT (1192463.2802863133 994517.520395831),75.81307953900463,26.822226585399363,"POLYGON ((580293.1493042377 2966508.270613474, 580302.0477370077 2967508.921668269, 581302.6998883202 2967500.024128863, 581293.8012481391 2966499.371080202, 580293.1493042377 2966508.270613474))",4766096429,POINT (580005.7883366449 2967856.407601811),3778270216,Airport,5312
"1191963.280286 995017.520396, 1191963.280286 996017.520396, 1192963.280286 996017.520396, 1192963.280286 995017.520396, 1191963.280286 995017.520396",POINT (1192463.2802863133 995517.520395831),75.81323356921371,26.8312598623316,"POLYGON ((580302.0477370077 2967508.921668269, 580310.9441878685 2968509.572917701, 581311.5965218617 2968500.6773729785, 581302.6998883202 2967500.024128863, 580302.0477370077 2967508.921668269))",9187506703,POINT (580005.7883366449 2967856.407601811),3778270216,Airport,961
"1191963.280286 996017.520396, 1191963.280286 997017.520396, 1192963.280286 997017.520396, 1192963.280286 996017.520396, 1191963.280286 996017.520396",POINT (1192463.2802863133 996517.520395831),75.81338762390612,26.84029312888973,"POLYGON ((580310.9441878685 2968509.572917701, 580319.8386560035 2969510.2243370456, 581320.4911479485 2969501.330787817, 581311.5965218617 2968500.6773729785, 580310.9441878685 2968509.572917701))",3793744214,POINT (581050.6688422391 2969264.3369031367),3793744296,Sector 15 Malviya Nagar,503
"1191963.280286 997017.520396, 1191963.280286 998017.520396, 1192963.280286 998017.520396, 1192963.280286 997017.520396, 1191963.280286 997017.520396",POINT (1192463.2802863133 997517.520395831),75.81354170308774,26.84932638484785,"POLYGON ((580319.8386560035 2969510.2243370456, 580328.7311405996 2970510.8759015664, 581329.383765764 2970501.984348654, 581320.4911479485 2969501.330787817, 580319.8386560035 2969510.2243370456))",10148720657,POINT (580882.5730923082 2969946.153100063),3779497856,Sector 4 - Malviya Nagar,52
"1191963.280286 998017.520396, 1191963.280286 999017.520396, 1192963.280286 999017.520396, 1192963.280286 998017.520396, 1191963.280286 998017.520396",POINT (1192463.2802863133 998517.520395831),75.81369580676439,26.858359629979976,"POLYGON ((580328.7311405996 2970510.8759015664, 580337.6216408428 2971511.5275865337, 581338.2743744925 2971502.6380307483, 581329.383765764 2970501.984348654, 580328.7311405996 2970510.8759015664))",7070871587,POINT (580885.4685749015 2970903.5627350206),3779498745,Hari Marg,121
"1191963.280286 999017.520396, 1191963.280286 1000017.520396, 1192963.280286 1000017.520396, 1192963.280286 999017.520396, 1191963.280286 999017.520396",POINT (1192463.2802863133 999517.520395831),75.8138499349419,26.867392864060143,"POLYGON ((580337.6216408428 2971511.5275865337, 580346.5101559185 2972512.179367209, 581347.1629733164 2972503.291809368, 581338.2743744925 2971502.6380307483, 580337.6216408428 2971511.5275865337))",8637564179,POINT (580213.6946433368 2971797.3307882776),6738527554,MNIT Jaipur,947
"1191963.280286 1000017.520396, 1191963.280286 1001017.520396, 1192963.280286 1001017.520396, 1192963.280286 1000017.520396, 1191963.280286 1000017.520396",POINT (1192463.2802863133 1000517.520395831),75.81400408762612,26.876426086862384,"POLYGON ((580346.5101559185 2972512.179367209, 580355.3966850102 2973512.831218855, 581356.04956142 2973503.94565977, 581347.1629733164 2972503.291809368, 580346.5101559185 2972512.179367209))",320857937,POINT (579966.2137212551 2972058.299450796),8075691578,Dainik Bhaskar,2765
"1191963.280286 1001017.520396, 1191963.280286 1002017.520396, 1192963.280286 1002017.520396, 1192963.280286 1001017.520396, 1191963.280286 1001017.520396",POINT (1192463.2802863133 1001517.520395831),75.81415826482288,26.88545929816067,"POLYGON ((580355.3966850102 2973512.831218855, 580364.281227307 2974513.4831167376, 581364.9341379879 2974504.599557228, 581356.04956142 2973503.94565977, 580355.3966850102 2973512.831218855))",7093437249,POINT (580811.6464235708 2974782.155802369),3783076372,JDA circle,1317
"1191963.280286 1002017.520396, 1191963.280286 1003017.520396, 1192963.280286 1003017.520396, 1192963.280286 1002017.520396, 1191963.280286 1002017.520396",POINT (1192463.2802863133 1002517.520395831),75.81431246653806,26.894492497728987,"POLYGON ((580364.281227307 2974513.4831167376, 580373.1637819936 2975514.135036112, 581373.8167022031 2975505.2534769904, 581364.9341379879 2974504.599557228, 580364.281227307 2974513.4831167376))",321194435,POINT (580811.6464235708 2974782.155802369),3783076372,JDA circle,368
"1191963.280286 1003017.520396, 1191963.280286 1004017.520396, 1192963.280286 1004017.520396, 1192963.280286 1003017.520396, 1191963.280286 1003017.520396",POINT (1192463.2802863133 1003517.520395831),75.81446669277749,26.90352568534131,"POLYGON ((580373.1637819936 2975514.135036112, 580382.0443482577 2976514.7869522395, 581382.6972532514 2976505.9073943184, 581373.8167022031 2975505.2534769904, 580373.1637819936 2975514.135036112))",8980596753,POINT (580898.6485337135 2976190.3988482654),1812540192,SMS hospital,154
"1191963.280286 1004017.520396, 1191963.280286 1005017.520396, 1192963.280286 1005017.520396, 1192963.280286 1004017.520396, 1191963.280286 1004017.520396",POINT (1192463.2802863133 1004517.520395831),75.81462094354701,26.91255886077158,"POLYGON ((580382.0443482577 2976514.7869522395, 580390.9229252837 2977515.438840369, 581391.5757903171 2977506.5612844666, 581382.6972532514 2976505.9073943184, 580382.0443482577 2976514.7869522395))",8633971087,POINT (581037.9570689696 2976986.972274184),316742974,Maharani College,725
"1191963.280286 1005017.520396, 1191963.280286 1006017.520396, 1192963.280286 1006017.520396, 1192963.280286 1005017.520396, 1191963.280286 1005017.520396",POINT (1192463.2802863133 1005517.520395831),75.8147752188525,26.92159202379376,"POLYGON ((580390.9229252837 2977515.438840369, 580399.7995122608 2978516.090675756, 581400.4523125846 2978507.2151226867, 581391.5757903171 2977506.5612844666, 580390.9229252837 2977515.438840369))",316956105,POINT (581279.3407725003 2978330.12408964),316943439,Choti Chaupar,654
"1191963.280286 1006017.520396, 1191963.280286 1007017.520396, 1192963.280286 1007017.520396, 1192963.280286 1006017.520396, 1191963.280286 1006017.520396",POINT (1192463.2802863133 1006517.520395831),75.8149295186998,26.930625174181767,"POLYGON ((580399.7995122608 2978516.090675756, 580408.6741083707 2979516.742433657, 581409.3268192393 2979507.868884231, 581400.4523125846 2978507.2151226867, 580399.7995122608 2978516.090675756))",542886935,POINT (581279.3407725003 2978330.12408964),316943439,Choti Chaupar,1090
"1191963.280286 1007017.520396, 1191963.280286 1008017.520396, 1192963.280286 1008017.520396, 1192963.280286 1007017.520396, 1191963.280286 1007017.520396",POINT (1192463.2802863133 1007517.520395831),75.81508384309475,26.93965831170948,"POLYGON ((580408.6741083707 2979516.742433657, 580417.5467128063 2980517.394089316, 581418.1993094655 2980508.522544349, 581409.3268192393 2979507.868884231, 580408.6741083707 2979516.742433657))",3045591484,POINT (579792.5136763854 2978825.343850503),2106256185,Kanti Nagar,3149
"1191963.280286 1008017.520396, 1191963.280286 1009017.520396, 1192963.280286 1009017.520396, 1192963.280286 1008017.520396, 1191963.280286 1008017.520396",POINT (1192463.2802863133 1008517.520395831),75.81523819204324,26.948691436150817,"POLYGON ((580417.5467128063 2980517.394089316, 580426.4173247516 2981518.0456179795, 581427.0697824486 2981509.176078289, 581418.1993094655 2980508.522544349, 580417.5467128063 2980517.394089316))",3935319807,POINT (582722.0289937666 2979466.9794602543),7071527768,Joravar Singh Gate,7005
"1191963.280286 1009017.520396, 1191963.280286 1010017.520396, 1192963.280286 1010017.520396, 1192963.280286 1009017.520396, 1191963.280286 1009017.520396",POINT (1192463.2802863133 1009517.520395831),75.81539256555111,26.95772454727965,"POLYGON ((580426.4173247516 2981518.0456179795, 580435.2859433946 2982518.6969949002, 581435.9382373714 2982509.8294612966, 581427.0697824486 2981509.176078289, 580426.4173247516 2981518.0456179795))",8621075492,POINT (583592.0108461096 2981580.1468217294),8609496324,Jal Mahal,8315
"1191963.280286 1010017.520396, 1191963.280286 1011017.520396, 1192963.280286 1011017.520396, 1192963.280286 1010017.520396, 1191963.280286 1010017.520396",POINT (1192463.2802863133 1010517.520395831),75.81554696362421,26.966757644869823,"POLYGON ((580435.2859433946 2982518.6969949002, 580444.1525679217 2983519.3481953163, 581444.8046734233 2983510.4826686117, 581435.9382373714 2982509.8294612966, 580435.2859433946 2982518.6969949002))",8621271487,POINT (583673.5241877266 2981853.163553991),4761189176,Shahpura Bagh,9445
"1191963.280286 1013017.520396, 1191963.280286 1014017.520396, 1192963.280286 1014017.520396, 1192963.280286 1013017.520396, 1191963.280286 1013017.520396",POINT (1192463.2802863133 1013517.520395831),75.81601030529366,26.99385685414693,"POLYGON ((580461.8798313788 2985520.649967604, 580470.7404686844 2986521.300489952, 581471.3918601978 2986512.440988831, 581462.5314856499 2985511.7884571417, 580461.8798313788 2985520.649967604))",4748225488,POINT (584739.8336654555 2985113.070125189),655335466,Amer Fort,19504
"1192963.280286 989017.520396, 1192963.280286 990017.520396, 1193963.280286 990017.520396, 1193963.280286 989017.520396, 1192963.280286 989017.520396",POINT (1193463.2802863133 989517.520395831),75.82237404085691,26.77692156339961,"POLYGON ((581249.2779762548 2961496.1096340963, 581258.186637372 2962496.761334615, 582258.8395069428 2962487.8535149647, 582249.9305139859 2961487.1997999423, 581249.2779762548 2961496.1096340963))",9603036139,POINT (581320.4920586753 2963546.2758211815),3939125363,Shatabdi Nagar,2316
"1192963.280286 990017.520396, 1192963.280286 991017.520396, 1193963.280286 991017.520396, 1193963.280286 990017.520396, 1192963.280286 990017.520396",POINT (1193463.2802863133 990517.520395831),75.8225287480339,26.78595487794976,"POLYGON ((581258.186637372 2962496.761334615, 581267.0932959372 2963497.4133542064, 582267.7464726295 2963488.5075498773, 582258.8395069428 2962487.8535149647, 581258.186637372 2962496.761334615))",4761640794,POINT (581320.4920586753 2963546.2758211815),3939125363,Shatabdi Nagar,1085
"1192963.280286 991017.520396, 1192963.280286 992017.520396, 1193963.280286 992017.520396, 1193963.280286 991017.520396, 1192963.280286 991017.520396",POINT (1193463.2802863133 991517.520395831),75.82268347979202,26.794988183257043,"POLYGON ((581267.0932959372 2963497.4133542064, 581275.9979511324 2964498.065668148, 582276.6514102233 2964489.16187996, 582267.7464726295 2963488.5075498773, 581267.0932959372 2963497.4133542064))",3785850805,POINT (581641.4369147662 2964514.392603891),3785883834,Sanganer Community Center,592
"1192963.280286 992017.520396, 1192963.280286 993017.520396, 1193963.280286 993017.520396, 1193963.280286 992017.520396, 1192963.280286 992017.520396",POINT (1193463.2802863133 992517.520395831),75.82283823613713,26.80402147909558,"POLYGON ((581275.9979511324 2964498.065668148, 581284.900602139 2965498.7182517215, 582285.554318908 2965489.816480491, 582276.6514102233 2964489.16187996, 581275.9979511324 2964498.065668148))",3939115187,POINT (582039.3760650543 2964790.0577468732),3785883980,Bhaironji Mandir Pratap Nagar,392
"1192963.280286 993017.520396, 1192963.280286 994017.520396, 1193963.280286 994017.520396, 1193963.280286 993017.520396, 1192963.280286 993017.520396",POINT (1193463.2802863133 993517.520395831),75.82299301707508,26.81305476523951,"POLYGON ((581284.900602139 2965498.7182517215, 581293.8012481391 2966499.371080202, 582294.4551978635 2966490.471326747, 582285.554318908 2965489.816480491, 581284.900602139 2965498.7182517215))",4519957698,POINT (581660.883821755 2965326.8432481377),4727591972,Pannadhaya Circle,953
"1192963.280286 994017.520396, 1192963.280286 995017.520396, 1193963.280286 995017.520396, 1193963.280286 994017.520396, 1192963.280286 994017.520396",POINT (1193463.2802863133 994517.520395831),75.82314782261174,26.822088041462933,"POLYGON ((581293.8012481391 2966499.371080202, 581302.6998883202 2967500.024128863, 582303.3540462708 2967491.1263940013, 582294.4551978635 2966490.471326747, 581293.8012481391 2966499.371080202))",4737568506,POINT (581660.883821755 2965326.8432481377),4727591972,Pannadhaya Circle,3002
"1192963.280286 995017.520396, 1192963.280286 996017.520396, 1193963.280286 996017.520396, 1193963.280286 995017.520396, 1192963.280286 995017.520396",POINT (1193463.2802863133 995517.520395831),75.82330265275299,26.831121307539927,"POLYGON ((581302.6998883202 2967500.024128863, 581311.5965218617 2968500.6773729785, 582312.2508633122 2968491.7816575295, 582303.3540462708 2967491.1263940013, 581302.6998883202 2967500.024128863))",8610912019,POINT (582954.8320943596 2968538.816962231),8611217445,Jagatpura jaipur,1665
"1192963.280286 996017.520396, 1192963.280286 997017.520396, 1193963.280286 997017.520396, 1193963.280286 996017.520396, 1192963.280286 996017.520396",POINT (1193463.2802863133 996517.520395831),75.82345750750468,26.84015456324461,"POLYGON ((581311.5965218617 2968500.6773729785, 581320.4911479485 2969501.330787817, 582321.1456481662 2969492.437092598, 582312.2508633122 2968491.7816575295, 581311.5965218617 2968500.6773729785))",4721473431,POINT (581050.6688422391 2969264.3369031367),3793744296,Sector 15 Malviya Nagar,1028
"1192963.280286 997017.520396, 1192963.280286 998017.520396, 1193963.280286 998017.520396, 1193963.280286 997017.520396, 1192963.280286 997017.520396",POINT (1193463.2802863133 997517.520395831),75.82361238687267,26.849187808350983,"POLYGON ((581320.4911479485 2969501.330787817, 581329.383765764 2970501.984348654, 582330.0384000188 2970493.0926744803, 582321.1456481662 2969492.437092598, 581320.4911479485 2969501.330787817))",3785003218,POINT (581214.4923057641 2970168.9378418364),3779498272,Sector 2 - Malviya Nagar,742
"1192963.280286 998017.520396, 1192963.280286 999017.520396, 1193963.280286 999017.520396, 1193963.280286 998017.520396, 1192963.280286 998017.520396",POINT (1193463.2802863133 998517.520395831),75.82376729086283,26.85822104263311,"POLYGON ((581329.383765764 2970501.984348654, 581338.2743744925 2971502.6380307483, 582338.9291180458 2971493.748378436, 582330.0384000188 2970493.0926744803, 581329.383765764 2970501.984348654))",3787492097,POINT (581485.9620399228 2970731.3440290308),3779498673,Calgiri Hospital Mod,725
"1192963.280286 999017.520396, 1192963.280286 1000017.520396, 1193963.280286 1000017.520396, 1193963.280286 999017.520396, 1192963.280286 999017.520396",POINT (1193463.2802863133 999517.520395831),75.82392221948105,26.86725426586502,"POLYGON ((581338.2743744925 2971502.6380307483, 581347.1629733164 2972503.291809368, 582347.8178014344 2972494.404179736, 582338.9291180458 2971493.748378436, 581338.2743744925 2971502.6380307483))",3784608789,POINT (581485.9620399228 2970731.3440290308),3779498673,Calgiri Hospital Mod,1859
"1192963.280286 1000017.520396, 1192963.280286 1001017.520396, 1193963.280286 1001017.520396, 1193963.280286 1000017.520396, 1192963.280286 1000017.520396",POINT (1193463.2802863133 1000517.520395831),75.8240771727332,26.87628747782075,"POLYGON ((581347.1629733164 2972503.291809368, 581356.04956142 2973503.94565977, 582356.7044493656 2973495.0600536396, 582347.8178014344 2972494.404179736, 581347.1629733164 2972503.291809368))",3784609544,POINT (581620.3091914976 2974434.2455341727),321196414,LBS College Mod,2756
"1192963.280286 1001017.520396, 1192963.280286 1002017.520396, 1193963.280286 1002017.520396, 1193963.280286 1001017.520396, 1192963.280286 1001017.520396",POINT (1193463.2802863133 1001517.520395831),75.82423215062514,26.88532067827425,"POLYGON ((581356.04956142 2973503.94565977, 581364.9341379879 2974504.599557228, 582365.5890610212 2974495.71597541, 582356.7044493656 2973495.0600536396, 581356.04956142 2973503.94565977))",8631810390,POINT (581620.3091914976 2974434.2455341727),321196414,LBS College Mod,684
"1192963.280286 1002017.520396, 1192963.280286 1003017.520396, 1193963.280286 1003017.520396, 1193963.280286 1002017.520396, 1192963.280286 1002017.520396",POINT (1193463.2802863133 1002517.520395831),75.82438715316275,26.89435386699956,"POLYGON ((581364.9341379879 2974504.599557228, 581373.8167022031 2975505.2534769904, 582374.4716355797 2975496.3719203044, 582365.5890610212 2974495.71597541, 581364.9341379879 2974504.599557228))",321195779,POINT (582138.1878475195 2975255.4243486268),316944100,Raja Park,416
